id,timestamp,source,rating,feedback_text
1113,Feb 25 2024,app_store_review,3,Order marked delivered but nothing arrived at my place Agent Neha was handling it.
1077,"March 22, 2024",survey_comment,1,Coupon SAVE50 did not apply at checkout and I paid full price - my thali order in Kolkata
1390,01-Feb-24,app_store_review,2,Nobody from support replied to my three emails. This is the third time.
1476,17-Jan-24,app_store_review,3,"Package was left at the wrong door, I never received it - my burger order in Delhi"
1107,Jan 20 2024,app_store_review,2,Order marked delivered but nothing arrived at my place. This is the first time.
1325,"January 28, 2024",app_store_review,2,"I was charged twice for the same order, please refund the extra amount (order #700056)"
2566,26/03/2024,app_store_review,1,App crashed during payment and then it still deducted money from my card
1939,05-Feb-24,app_store_review,1,  The store staff was friendly when I picked up my order Agent Vikram was handling it.   
2287,04-Mar-24,support_ticket,1,Food was spilled all over the bag when it reached me - my fruits order in Mumbai
2756,"February 27, 2024",survey_comment,2,App keeps crashing every time I open the cart - my groceries order in Mumbai
2592,2024-03-09 13:10:36,survey_comment,,What are your office timings on weekends
2546,2024-03-07,support_ticket,,App crashed during payment and then it still deducted money from my card
1538,24/02/2024,support_ticket,2,Why is there a service fee I never agreed to on my bill (order #175231)
2590,01/06/2024,survey_comment,,"Random question, who designed your logo it looks nice"
1309,01/16/2024,survey_comment,2,"I was charged twice for the same order, please refund the extra amount - my fruits order in Kolkata"
2320,2024-02-24 22:55:08,survey_comment,,Nobody from support replied to my three emails (order #235715)
2064,2024-01-24 13:33:17,support_ticket,3,  Notifications stopped working after the update Agent Anil was handling it.   
2037,"March 5, 2024",support_ticket,2,Food was spilled all over the bag when it reached me Agent Arjun was handling it.
2203,2024-02-26 12:54:06,app_store_review,1,  The map screen freezes and I cannot place an order   
2491,01/01/2024,survey_comment,1,Driver could not find my building and just cancelled!!!!
2632,2024-01-06 06:33:53,survey_comment,3,test test test ignore
1659,2024-03-16 13:59:53,survey_comment,1,The store staff was friendly when I picked up my order - my pizza order in Bangalore
2259,2024-01-17,survey_comment,2,"Items were missing from my delivery, got only half the order"
1832,03/03/2024,survey_comment,1,Why is there a service fee I never agreed to on my bill
2011,,app_store_review,,Delivery person was rude and threw the bag on the floor Agent Arjun was handling it.
1624,03/17/2024,app_store_review,2,APP KEEPS CRASHING EVERY TIME I OPEN THE CART
2766,01/19/2024,app_store_review,,Please add more vegan restaurants to the platform
1143,08-Feb-24,survey_comment,,LOGIN BUTTON DOES NOTHING ON THE LATEST UPDATE. THIS IS THE FOURTH TIME.
2065,06/02/2024,support_ticket,2,"Items were missing from my delivery, got only half the order (order #387150)"
2111,2024-01-17,support_ticket,5,"Great experience overall, food always fresh!!!!"
2338,03/09/2024,support_ticket,,App keeps crashing every time I open the cart
2271,14-Mar-24,app_store_review,5,"Great experience overall, food always fresh (order #785072)"
2741,,support_ticket,,
1070,,app_store_review,2,Chat support gave me copy paste answers that did not help Agent Anil was handling it.
1118,,survey_comment,3,The support agent was very helpful and solved my issue quickly (order #891083)
1565,Feb 16 2024,app_store_review,2,App keeps crashing every time I open the cart (order #854701)
1714,02/18/2024,support_ticket,3,Works fine for me most of the time
1514,2024-03-10,support_ticket,2,  Order marked delivered but nothing arrived at my place - my thali order in Chennai   
2794,,support_ticket,,Delivery persooon was rude and threw the bag on the floor. This is the fourth time..
1586,2024-03-23 13:13:08,app_store_review,4,"Love this app, ordering is so smooth and fast - my burger order in Pune"
1749,"March 12, 2024",support_ticket,,"Super easy to use and quick checkout, well done team (order #813213)"
2052,2024-02-07 16:45:49,support_ticket,2,  Login button does nothing on the latest update   
2362,01-Feb-24,survey_comment,,The support agent was very helpful and solved my issue quickly Agent Priya was handling it.
2750,18-Mar-24,survey_comment,,  	  
1481,,survey_comment,,The store staff was friendly when I picked up my order. This is the third time.!!!!
1084,03/26/2024,survey_comment,3,"Cannot add address, the save button is greyed out Agent Neha was handling it."
1245,2024-02-11 19:03:55,support_ticket,2,Login button does nothing on the latest update. This is the fourth time.
2099,"March 9, 2024",support_ticket,,"Super easy to use and quick checkout, well done team. This is the third time."
1463,24/01/2024,support_ticket,4,"Love this app, ordering is so smooth and fast"
1849,26/03/2024,support_ticket,2,Login button does nothing on the latest update - my pizza order in Hyderabad
1975,,survey_comment,3,meh
2751,03/03/2024,survey_comment,,Works fine for me most of the time
1727,03/15/2024,survey_comment,3,Works fine for me most of the time
2455,,app_store_review,3,"Cannot add address, the save button is greyed out Agent Rahul was handling it."
1160,03/15/2024,support_ticket,,"Love this app, ordering is so smooth and fast (order #432427)"
1170,Jan 28 2024,survey_comment,1,"Double deduction on my card for order, need this reversed asap. This is the fourth time."
1780,,survey_comment,5,"Great experience overall, food always fresh"
1395,01/22/2024,support_ticket,2,Driver could not find my building and just cancelled - my pizza order in Chennai
2030,"January 1, 2024",survey_comment,2,Payment failed but money got deducted from my account Agent Neha was handling it.
1406,2024-01-04,survey_comment,2,Payment failed but money got deducted from my account. This is the fourth time.
2691,Jan 22 2024,survey_comment,1,"Mera refund abhi tak nahi aaya, bahut bura service hai"
2175,,support_ticket,1,My order arrived almost an hour late and the food was cold. This is the first time.
1080,,app_store_review,3,"Average experience, could be better"
2618,2024-02-25 12:46:39,survey_comment,,Is there a referral program for inviting friends
1193,,support_ticket,2,Payment failed but money got deducted from my account. This is the second time.!!!!
1281,"March 5, 2024",survey_comment,4,"Love this app, ordering is so smooth and fast (order #349736)"
1527,15/02/2024,app_store_review,,Notifications stopped working after the update - my milk order in Kolkata
2525,07/03/2024,app_store_review,5,"Wonderful, charged me twice, exactly what I wanted today"
2241,20/03/2024,survey_comment,,"Five stars, the app is fantastic and reliable (order #687119)"
1967,,app_store_review,,meh
1784,Jan 6 2024,support_ticket,1,Login button does nothing on the latest update (order #822494)
1977,07-Jan-24,support_ticket,1,Customer care kept me on hold for 40 minutes then disconnected Agent Rahul was handling it.
1246,21-Feb-24,survey_comment,2,"Package was left at the wrong door, I never received it"
2014,2024-03-06 04:22:41,app_store_review,4,"Five stars, the app is fantastic and reliable (order #840530)"
2382,Jan 21 2024,app_store_review,2,"Cannot add address, the save button is greyed out"
2136,Feb 24 2024,support_ticket,2,"I was charged twice for the same order, please refund the extra amount - my fruits order in Mumbai"
2163,,survey_comment,,meh
2360,03-Jan-24,app_store_review,3,Coupon SAVE50 did not apply at checkout and I paid full price (order #294735)
2653,26-Feb-24,support_ticket,1,aaaaaaaaaaaaaaa
2200,,app_store_review,3,"  Double deduction on my card for order, need this reversed asap (order #493335)   "
1838,2024-02-16 22:24:03,support_ticket,3,ok i guess
1956,,support_ticket,3,  Waited two hours and the order was finally cancelled by the app   
2045,,support_ticket,,App keeps crashing every time I open the cart (order #696053)
1442,02/15/2024,app_store_review,1,Nobody from support replied to my three emails - my milk order in Hyderabad
1422,Mar 12 2024,support_ticket,1,Customer care kept me on hold for 40 minutes then disconnected Agent Meera was handling it.
1802,09-Jan-24,survey_comment,5,"SUPER EASY TO USE AND QUICK CHECKOUT, WELL DONE TEAM"
2433,01/10/2024,survey_comment,3,The store staff was friendly when I picked up my order. This is the fourth time.
1241,07/02/2024,survey_comment,2,  Payment failed but money got deducted from my account - my thali order in Hyderabad   
2232,"February 23, 2024",survey_comment,1,CHAT SUPPORT GAVE ME COPY PASTE ANSWERS THAT DID NOT HELP
1487,2024-02-05 09:58:38,app_store_review,2,The invoice amount does not match what the app showed me. This is the second time.
2197,03/12/2024,support_ticket,2,Chat support gave me copy paste answers that did not help. This is the second time.
2341,"March 7, 2024",support_ticket,5,"Great experience overall, food always fresh - my burger order in Delhi"
1577,01/02/2024,support_ticket,1,Chat support gave me copy paste answers that did not help (order #363592)
2744,2024-01-06 14:56:56,survey_comment,,   
2165,03/16/2024,survey_comment,,"Average experience, could be better"
1042,17/03/2024,support_ticket,,"Package was left at the wrong door, I never received it. This is the second time."
2808,2024-02-06 04:29:37,app_store_review,3,  App stuck on loading screen for 5 minutes then closed (order #220898)
2438,15-Jan-24,survey_comment,,"Cannot add address, the save button is greyed out - my thali order in Kolkata"
1171,,survey_comment,2,Food was spilled all over the bag when it reached me - my thali order in Pune
2568,"January 2, 2024",support_ticket,,"Driver was rude and items were missing, also the refund never came"
2036,17/02/2024,support_ticket,5,"Great experience overall, food always fresh"
1638,"February 12, 2024",support_ticket,1,My order arrived almost an hour late and the food was cold Agent Vikram was handling it.
1573,2024-02-17,survey_comment,5,"Super easy to use and quick checkout, well done team Agent Meera was handling it.!!!!"
1833,09/01/2024,app_store_review,2,Food was spilled all over the bag when it reached me Agent Neha was handling it.
2722,02/27/2024,app_store_review,5,My order arrived almost an hour late and the food was cold
2726,,survey_comment,,
1775,09/03/2024,app_store_review,5,"Great experience overall, food always fresh (order #125918)!!!!"
2524,"February 2, 2024",app_store_review,4,"Oh great, crashed again right at checkout, just love it"
2209,12/01/2024,app_store_review,1,The invoice amount does not match what the app showed me Agent Anil was handling it.!!!!
1676,,app_store_review,1,"Cannot add address, the save button is greyed out (order #840255)"
1687,,survey_comment,2,Delivery person was rude and threw the bag on the floor. This is the first time.
1352,,survey_comment,3,"AVERAGE EXPERIENCE, COULD BE BETTER"
2503,,app_store_review,4,"Fantastic service, only took two hours for cold food, amazing!!!!"
1618,,survey_comment,1,Driver could not find my building and just cancelled (order #237606)
2450,12/01/2024,support_ticket,2,Looogin button does nothing on the latest update
1294,17/02/2024,support_ticket,,  Works fine for me most of the time   
2532,"March 27, 2024",app_store_review,5,"BRILLIANT, MY REFUND IS 'ON THE WAY' FOR THE THIRD WEEK NOW, LOVELY"
1064,,app_store_review,3,Search bar shows no results even for items that exist (order #301939)
2719,,app_store_review,5,Food was spilled all over the bag when it reached me
1976,"January 23, 2024",survey_comment,,DELIVERY PERSON WAS RUDE AND THREW THE BAG ON THE FLOOR - MY SUSHI ORDER IN MUMBAI
1181,,support_ticket,4,"Best delivery service in my city, never had an issue (order #401602)"
2306,"March 21, 2024",survey_comment,5,"  Best delivery service in my city, never had an issue (order #851807)   "
1088,,support_ticket,,"Great experience overall, food always fresh"
1548,"February 27, 2024",survey_comment,2,App keeps crashing every time I open the cart - my groceries order in Mumbai
1919,2024-03-06,app_store_review,,  Got charged for a subscription I cancelled last month. This is the third time.   
2729,2024-01-11 21:45:04,support_ticket,,
1607,14/03/2024,support_ticket,3,meh
2696,03/23/2024,survey_comment,2,La aplicacion se cierra sola cada vez que intento pagar
2343,2024-03-03,survey_comment,2,Delivery person was rude and threw the bag on the floor
1087,"March 28, 2024",survey_comment,,"Five stars, the app is fantastic and reliable - my milk order in Chennai"
2255,09/02/2024,app_store_review,2,App stuck on loading screen for 5 minutes then closed - my thali order in Bangalore
1221,19/01/2024,app_store_review,3,  Works fine for me most of the time   
1631,,app_store_review,2,Thank you to the agent Priya who handled my complaint so well
1965,2024-01-11 14:36:50,support_ticket,3,Got charged for a subscription I cancelled last month (order #434064)
1647,05-Mar-24,app_store_review,5,"Love this app, ordering is so smooth and fast. This is the third time."
2006,01/05/2024,app_store_review,1,"I was charged twice for the same order, please refund the extra amount Agent Anil was handling it."
1385,2024-03-10 04:19:43,support_ticket,2,My order arrived almost an hour late and the food was cold - my burger order in Mumbai
1698,"February 7, 2024",survey_comment,3,The store staff was friendly when I picked up my order - my thali order in Pune!!!!
1116,28/01/2024,support_ticket,2,App stuck on loading screen for 5 minutes then closed
2381,02/17/2024,app_store_review,1,Notifications stopped working after the update - my milk order in Bangalore
1507,Feb 3 2024,app_store_review,2,Food was spilled all over the bag when it reached me
1177,,survey_comment,1,The store staff was friendly when I picked up my order (order #119857)
1411,,support_ticket,,"Super easy to use and quick checkout, well done team. This is the third time."
2737,Feb 20 2024,support_ticket,,
1059,Feb 25 2024,app_store_review,2,Why is there a service fee I never agreed to on my bill Agent Sana was handling it.
2166,Jan 21 2024,support_ticket,5,"Best delivery service in my city, never had an issue (order #406533)"
1465,02/18/2024,survey_comment,2,The store staff was friendly when I picked up my order - my thali order in Pune!!!!
1970,2024-02-25 12:05:35,app_store_review,,The support agent was very helpful and solved my issue quickly - my thali order in Chennai
2736,Mar 24 2024,survey_comment,,   
2628,,survey_comment,1,asdkjfh askjdfh kjsdf
2738,,support_ticket,,  	  
1651,12-Mar-24,survey_comment,1,"  My refund still hasn't come after 10 days, this is ridiculous - my fruits order in Kolkata   "
1724,16/01/2024,support_ticket,3,Delivery person was rude and threw the bag on the floor
1238,2024-02-11 06:33:30,app_store_review,,The map screen freezes and I cannot place an order (order #865618)!!!!
2404,"January 14, 2024",survey_comment,1,"My refund still hasn't come after 10 days, this is ridiculous. This is the second time."
1131,01/02/2024,app_store_review,5,"GREAT EXPERIENCE OVERALL, FOOD ALWAYS FRESH"
2694,2024-03-05,survey_comment,2,Le livreur etait tres impoli et la commande etait froide
1096,2024-02-27 09:47:55,support_ticket,,Notifications stopped working after the update. This is the third time.
1267,02/05/2024,app_store_review,,"It is okay, nothing special"
1707,17-Jan-24,app_store_review,5,"Love this app, ordering is so smooth and fast (order #948450)"
2484,"March 15, 2024",support_ticket,3,"IT IS OKAY, NOTHING SPECIAL"
2208,02/01/2024,app_store_review,,Chat support gave me copy paste answers that did not help. This is the first time.
1731,10/01/2024,support_ticket,5,"Great experience overall, food always fresh - my groceries order in Pune"
1686,Jan 10 2024,support_ticket,1,  Driver could not find my building and just cancelled (order #558600)   
2544,09-Feb-24,survey_comment,1,App crashed during payment and then it still deducted money from my card
2380,Jan 23 2024,app_store_review,4,"  Super easy to use and quick checkout, well done team. This is the fourth time.   "
2465,03/02/2024,survey_comment,2,Delivery person was rude and threw the bag on the floor (order #688450)
2502,Mar 4 2024,app_store_review,4,"Fantastic service, only took two hours for cold food, amazing"
2486,"March 26, 2024",support_ticket,,OK I GUESS
1412,13/03/2024,survey_comment,3,Waited two hours and the order was finally cancelled by the app (order #421549)
1765,2024-01-06 08:46:11,survey_comment,,Noootifications stopped working after the update (order #131127)
2268,"March 8, 2024",app_store_review,2,MY ORDER ARRIVED ALMOST AN HOUR LATE AND THE FOOD WAS COLD
1124,11/01/2024,survey_comment,3,Food was spilled all over the bag when it reached me. This is the fourth time.
2667,04/03/2024,survey_comment,2,Pedido llego tarde y faltaban articulos
1598,Jan 15 2024,support_ticket,,Delivery person was rude and threw the bag on the floor Agent Priya was handling it.!!!!
1861,Jan 5 2024,support_ticket,3,Chat support gave me copy paste answers that did not help (order #638512)
1024,2024-03-19 17:03:47,support_ticket,1,Waited two hours and the order was finally cancelled by the app (order #411120)
1203,02/10/2024,survey_comment,1,Login button does nothing on the latest update
2198,2024-01-25 17:22:04,app_store_review,1,The map screen freezes and I cannot place an order (order #731160)
2367,2024-02-06,app_store_review,1,The support agent was very helpful and solved my issue quickly (order #223384)
1434,01/20/2024,app_store_review,3,Chat support gave me copy paste answers that did not help - my thali order in Pune
2002,2024-03-17 22:22:29,app_store_review,,The new version drains my battery so fast (order #652150)
2753,01-Feb-24,survey_comment,,The support agent was very helpful and solved my issue quickly Agent Priya was handling it.
2504,2024-01-05,app_store_review,5,"Fantastic service, only took two hours for cold food, amazing"
2560,"March 22, 2024",survey_comment,2,App crashed during payment and then it still deducted money from my card
1462,15-Mar-24,app_store_review,1,Driver could not find my building and just cancelled (order #318877)
2403,01/28/2024,survey_comment,,Coupon SAVE50 did not apply at checkout and I paid full price - my fruits order in Mumbai
1468,2024-02-01 07:13:54,support_ticket,5,"Great experience overall, food always fresh. This is the second time."
2153,21-Jan-24,survey_comment,1,Why is there a service fee I never agreed to on my bill - my pizza order in Delhi
2749,Mar 6 2024,support_ticket,,
1953,07-Mar-24,app_store_review,,Chat support gave me copy paste answers that did not help (order #784219)
2456,2024-03-01 11:01:42,survey_comment,2,  Notifications stopped working after the update (order #144003)   
1226,,survey_comment,,"I was charged twice for the same order, please refund the extra amount"
2094,2024-03-24 08:33:20,survey_comment,5,"FIVE STARS, THE APP IS FANTASTIC AND RELIABLE - MY PIZZA ORDER IN BANGALORE"
1622,2024-01-03 23:17:37,app_store_review,3,"Average experience, could be better"
2702,03/14/2024,support_ticket,,La aplicacion se cierra sola cada vez que intento pagar
1859,,support_ticket,2,DRIVER COULD NOT FIND MY BUILDING AND JUST CANCELLED
2635,"January 24, 2024",app_store_review,,asdkjfh askjdfh kjsdf
2663,22-Mar-24,support_ticket,,Pedido llego tarde y faltaban articulos
1015,19/01/2024,survey_comment,3,Works fine for me most of the time
2223,,app_store_review,1,The invoice amount does not match what the app showed me
2429,02/14/2024,support_ticket,2,"  My refund still hasn't come after 10 days, this is ridiculous   "
2351,28/03/2024,survey_comment,3,meh
2125,2024-01-25,support_ticket,3,oook i guess
2349,,support_ticket,3,ok i guess
1251,Jan 26 2024,survey_comment,2,Thank you to the agent Priya who handled my complaint so well (order #245998)
1365,01/17/2024,support_ticket,1,My order arrived almost an hour late and the food was cold. This is the fourth time.
2639,06/02/2024,survey_comment,3,?????
1432,2024-02-26,app_store_review,,ok i guess
2156,"January 24, 2024",app_store_review,,"Package was left at the wrong door, I never received it!!!!"
2647,2024-02-14,support_ticket,1,?????
1899,21/03/2024,survey_comment,5,"LOVE THIS APP, ORDERING IS SO SMOOTH AND FAST (ORDER #907526)"
2171,01/17/2024,survey_comment,2,"  My refund still hasn't come after 10 days, this is ridiculous   "
1732,06-Jan-24,support_ticket,,The new version drains my battery so fast Agent Priya was handling it.
2160,2024-02-10 23:49:02,app_store_review,4,"Five stars, the app is fantastic and reliable Agent Arjun was handling it."
2389,02/14/2024,support_ticket,1,The invoice amount does not match what the app showed me. This is the fourth time.
1630,,survey_comment,2,The new version drains my battery so fast Agent Sana was handling it.
2116,"March 5, 2024",app_store_review,5,"Best delivery service in my city, never had an issue - my thali order in Chennai"
1154,02/12/2024,survey_comment,3,"Double deduction on my card for order, need this reversed asap (order #170499)"
1192,17/02/2024,survey_comment,4,"Super easy to use and quick checkout, well done team Agent Meera was handling it."
2721,,app_store_review,5,The invoice amount does not match what the app showed me
1604,,survey_comment,2,Order marked delivered but nooothing arrived at my place (order #772465)
1261,16/01/2024,support_ticket,5,"Love this app, ordering is so smooth and fast"
2612,15/02/2024,survey_comment,,"Random question, who designed your logo it looks nice"
2371,09/02/2024,support_ticket,4,"Great experience overall, food always fresh. This is the first time."
1109,2024-02-05 19:40:37,app_store_review,3,Works fine for me most of the time
1293,"February 13, 2024",support_ticket,5,"Great experience overall, food always fresh - my sushi order in Bangalore"
2278,,support_ticket,2,Delivery persooon was rude and threw the bag on the floor. This is the second time.
1401,"February 4, 2024",survey_comment,3,"My refund still hasn't come after 10 days, this is ridiculous Agent Neha was handling it."
2711,2024-01-16,app_store_review,5,Why is there a service fee I never agreed to on my bill
2417,25/03/2024,support_ticket,1,Chat support gave me copy paste answers that did not help - my groceries order in Hyderabad
1321,2024-02-24,survey_comment,,"Five stars, the app is fantastic and reliable. This is the second time."
1389,Feb 16 2024,survey_comment,,The support agent was very helpful and solved my issue quickly (order #173199)
1218,2024-03-13,survey_comment,,"IT IS OKAY, NOTHING SPECIAL"
1756,2024-02-15 19:39:06,survey_comment,,  ok i guess   
2299,,survey_comment,,Login button does nothing on the latest update (order #350404)
2078,"January 27, 2024",survey_comment,3,App keeps crashing every time I open the cart (order #863559)
1819,01/01/2024,survey_comment,,Search bar shows no results even for items that exist
2499,2024-01-01,survey_comment,5,"Super easy to use and quick checkout, well done team (order #389733)"
1590,"March 18, 2024",support_ticket,3,Got charged for a subscription I cancelled last month - my pizza order in Bangalore
1009,,support_ticket,3,Search bar shows no results even for items that exist
1885,"March 21, 2024",support_ticket,2,Customer care kept me on hold for 40 minutes then disconnected. This is the first time.
1776,"January 4, 2024",app_store_review,5,"Five stars, the app is fantastic and reliable. This is the first time."
2621,02/13/2024,app_store_review,1,😡😡😡😡
1387,2024-01-07,survey_comment,,"Items were missing from my delivery, got only half the order (order #331512)"
2401,"March 8, 2024",support_ticket,3,Works fine for me most of the time
1503,,app_store_review,1,Waited two hours and the order was finally cancelled by the app. This is the first time.
1656,"March 2, 2024",app_store_review,2,  Order marked delivered but nothing arrived at my place   
1003,"February 23, 2024",app_store_review,2,  Delivery person was rude and threw the bag on the floor   
1022,"January 27, 2024",support_ticket,2,Driver could not find my building and just cancelled - my groceries order in Pune
2240,Jan 11 2024,survey_comment,2,"Cannot add address, the save button is greyed out - my sushi order in Bangalore"
1384,,app_store_review,5,"GREAT EXPERIENCE OVERALL, FOOD ALWAYS FRESH"
1315,26-Jan-24,survey_comment,3,"Items were missing from my delivery, got only half the order"
1296,03/01/2024,survey_comment,2,Notifications stopped working after the update
1611,04-Mar-24,support_ticket,,"Best delivery service in my city, never had an issue (order #771670)"
2152,Feb 8 2024,app_store_review,,"Love this app, ordering is so smooth and fast Agent Vikram was handling it."
1224,06/03/2024,survey_comment,1,Thank you to the agent Priya who handled my complaint so well - my milk order in Delhi
1129,2024-02-17,app_store_review,2,DELIVERY PERSON WAS RUDE AND THREW THE BAG ON THE FLOOR (ORDER #996840)
1274,01/12/2024,app_store_review,3,"It is okay, nothing special"
2579,"March 22, 2024",support_ticket,,Login keeps failing and when I finally got in the coupon did not apply either
1491,"March 20, 2024",support_ticket,5,"Love this app, ordering is so smooth and fast (order #127470)"
1855,13-Feb-24,survey_comment,5,"Super easy to use and quick checkout, well done team (order #367352)"
2090,02/14/2024,support_ticket,5,"Five stars, the app is fantastic and reliable Agent Priya was handling it."
1270,19/03/2024,app_store_review,,"Average experience, could be better"
1489,03/18/2024,survey_comment,2,Nobody from support replied to my three emails
1450,08/03/2024,survey_comment,,"Average experience, could be better"
2390,18-Feb-24,support_ticket,2,My order arrived almost an hour late and the food was cold (order #173693)
2454,26-Feb-24,support_ticket,1,"Package was left at the wrong door, I never received it - my milk order in Pune"
1076,2024-02-16,app_store_review,3,The map screen freezes and I cannot place an order
1614,2024-02-12,app_store_review,,Customer care kept me on hold for 40 minutes then disconnected - my biryani order in Bangalore!!!!
2060,11/02/2024,survey_comment,1,Food was spilled all over the bag when it reached me Agent Meera was handling it.
1641,Mar 17 2024,app_store_review,1,Thank yooou to the agent Priya who handled my complaint so well (order #807905)
2387,09-Jan-24,support_ticket,1,"Cannot add address, the save button is greyed out. This is the second time."
1408,26/02/2024,app_store_review,,ok i guess
2033,"January 19, 2024",support_ticket,2,App keeps crashing every time I open the cart (order #883785)
1014,01/03/2024,app_store_review,2,"Package was left at the wrong door, I never received it (order #899550)!!!!"
2664,02/23/2024,support_ticket,2,"App bahut acchi hai, bahut fast hai"
1911,01/08/2024,support_ticket,,"Best delivery service in my city, never had an issue (order #251141)"
1499,02/09/2024,survey_comment,1,The store staff was friendly when I picked up my order
2252,19-Jan-24,survey_comment,,"It is okay, nothing special"
1900,Mar 16 2024,app_store_review,5,"GREAT EXPERIENCE OVERALL, FOOD ALWAYS FRESH"
2179,"January 18, 2024",support_ticket,3,meh
1840,,app_store_review,5,"Great experience overall, food always fresh"
2774,16-Jan-24,support_ticket,2,Thank you to the agent Priya who handled my complaint so well
2505,2024-02-17,app_store_review,5,"Fantastic service, only took two hours for cold food, amazing"
1856,03/23/2024,app_store_review,3,Payment failed but money got deducted from my account (order #868265)
1151,2024-03-14 05:34:18,support_ticket,1,Delivery person was rude and threw the bag on the floor
1349,12/03/2024,support_ticket,,Driver could not find my building and just cancelled
1581,03/02/2024,support_ticket,2,Noootifications stopped working after the update
1960,,app_store_review,2,Search bar shows no results even for items that exist
2280,13-Jan-24,survey_comment,4,"Great experience overall, food always fresh - my biryani order in Pune"
2460,2024-03-10,app_store_review,,ok i guess
1368,2024-03-06 17:44:40,survey_comment,3,Chat support gave me copy paste answers that did not help Agent Anil was handling it.
2210,,app_store_review,2,Food was spilled all over the bag when it reached me
2309,Mar 27 2024,support_ticket,3,Notifications stopped working after the update Agent Meera was handling it.!!!!
1345,17/03/2024,support_ticket,1,The store staff was friendly when I picked up my order. This is the second time.
2643,Feb 26 2024,support_ticket,3,test test test ignore
2407,02/19/2024,survey_comment,,"I was charged twice for the same order, please refund the extra amount - my biryani order in Mumbai"
1629,03-Feb-24,support_ticket,2,The invoice amount does not match what the app showed me Agent Rahul was handling it.
1308,,support_ticket,2,Search bar shows no results even for items that exist - my fruits order in Chennai
1959,01/11/2024,app_store_review,3,"It is okay, nothing special"
2728,Mar 18 2024,survey_comment,,   
1066,,app_store_review,1,"I was charged twice for the same order, please refund the extra amount. This is the second time."
1292,2024-03-07,app_store_review,1,Waited two hours and the order was finally cancelled by the app (order #393366)
2274,"January 4, 2024",support_ticket,5,"Super easy to use and quick checkout, well done team (order #400353)"
2410,Jan 7 2024,support_ticket,1,Food was spilled all over the bag when it reached me (order #999601)
1930,2024-03-02,support_ticket,3,"It is okay, nothing special"
1439,05-Jan-24,app_store_review,2,MY ORDER ARRIVED ALMOST AN HOUR LATE AND THE FOOD WAS COLD AGENT RAHUL WAS HANDLING IT.
2072,"January 7, 2024",survey_comment,3,The support agent was very helpful and solved my issue quickly
2573,,survey_comment,2,Login keeps failing and when I finally got in the coupon did not apply either
2249,2024-02-12 22:09:04,support_ticket,1,"Items were missing from my delivery, got only half the order (order #570253)"
1357,"February 8, 2024",survey_comment,,"It is okay, nothing special"
1285,2024-03-06,support_ticket,1,"Package was left at the wrong door, I never received it - my sushi order in Bangalore"
2139,2024-02-21 13:57:17,app_store_review,5,"BEST DELIVERY SERVICE IN MY CITY, NEVER HAD AN ISSUE (ORDER #660972)"
1122,14-Mar-24,app_store_review,2,My order arrived almost an hour late and the food was cold - my sushi order in Pune
2188,19/02/2024,app_store_review,3,meh
1209,Feb 13 2024,app_store_review,,ok i guess
2475,14/01/2024,survey_comment,3,"Average experience, could be better"
2507,13-Feb-24,app_store_review,5,"Perfect, the app froze again, what a wonderful feature"
2472,,survey_comment,,"Love this app, ordering is so smooth and fast"
2498,03/02/2024,survey_comment,,"Best delivery service in my city, never had an issue Agent Rahul was handling it."
1295,02/19/2024,support_ticket,2,Chat support gave me copy paste answers that did not help. This is the first time.
2574,Jan 5 2024,app_store_review,,Login keeps failing and when I finally got in the coupon did not apply either
2077,11-Feb-24,app_store_review,3,Food was spilled all over the bag when it reached me (order #909289)
1050,"March 18, 2024",app_store_review,1,The new version drains my battery so fast
1951,27/03/2024,support_ticket,,The invoice amount does not match what the app showed me
1237,,support_ticket,2,"Package was left at the wrong door, I never received it - my thali order in Hyderabad"
2605,2024-01-06,survey_comment,,Do you have any job openings for delivery partners in Pune
1660,2024-02-03 13:38:46,app_store_review,2,Driver could not find my building and just cancelled
1375,Jan 2 2024,app_store_review,2,App stuck on loading screen for 5 minutes then closed (order #588983)
1605,2024-03-11 19:32:03,app_store_review,1,The support agent was very helpful and solved my issue quickly
2049,04/01/2024,support_ticket,,Got charged for a subscription I cancelled last month. This is the first time.
2016,19-Mar-24,support_ticket,5,"FIVE STARS, THE APP IS FANTASTIC AND RELIABLE AGENT SANA WAS HANDLING IT."
1564,,survey_comment,1,The invoice amount does not match what the app showed me Agent Sana was handling it.
2620,Mar 6 2024,app_store_review,,"Random question, who designed your logo it looks nice"
1934,2024-02-26,support_ticket,1,App keeps crashing every time I open the cart
1133,23/03/2024,app_store_review,3,Login button does nothing on the latest update - my biryani order in Bangalore
1196,01/16/2024,survey_comment,4,"Five stars, the app is fantastic and reliable"
1454,03/25/2024,survey_comment,5,"Best delivery service in my city, never had an issue (order #195841)"
1736,12-Mar-24,survey_comment,2,Driver could not find my building and just cancelled
2630,Feb 10 2024,survey_comment,1,?????
1933,01/15/2024,survey_comment,,Waited two hours and the order was finally cancelled by the app (order #877293)
2027,2024-01-05 17:52:46,survey_comment,1,The support agent was very helpful and solved my issue quickly - my fruits order in Mumbai
2436,Mar 21 2024,survey_comment,4,"Great experience overall, food always fresh. This is the fourth time."
1033,22-Jan-24,survey_comment,2,Coupon SAVE50 did not apply at checkout and I paid full price - my pizza order in Bangalore
